User,dx,dy,Diversionx,Diversiony,type,distState,distArea,Month,Year,Additional_Note,Diversion,ConsumptiveUse
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,12,2009,Pumped from Reservoir,131521,131521
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,12,2009,Pumped from Well,17112,17112
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,12,2009,Pumped from Reservoir,165664,165664
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,12,2009,Pumped from Well,165056,165056
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,12,2009,Pumped from Reservoir,135326,135326
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,12,2009,Pumped from Well,84048,84048
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,12,2009,Pumped from Reservoir,128685,128685
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,12,2009,Pumped from Well,16520,16520
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,12,2009,Pumped from Reservoir,179344,179344
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,12,2009,Pumped from Well,163511,163511
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,12,2009,Pumped from Reservoir,110547,110547
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,12,2009,Pumped from Well,60616,60616
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,12,2009,Pumped from Reservoir,85750,85750
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,12,2009,Pumped from Well,39472,39472
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,12,2009,Pumped from Reservoir,185712,185712
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,1,2010,Pumped from Well,122027,1464324
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,1,2010,Pumped from Reservoir,113759,1365108
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,1,2010,Pumped from Well,161464,1937568
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,1,2010,Pumped from Reservoir,57744,692928
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,1,2010,Pumped from Well,105141,1261692
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,1,2010,Pumped from Reservoir,95706,1148472
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,1,2010,Pumped from Well,183645,2203740
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,1,2010,Pumped from Reservoir,161792,1941504
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,1,2010,Pumped from Well,37799,453588
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,1,2010,Pumped from Reservoir,141805,1701660
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,1,2010,Pumped from Well,21745,260940
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,1,2010,Pumped from Reservoir,186252,2235024
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,1,2010,Pumped from Well,119997,1439964
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,1,2010,Pumped from Reservoir,97522,1170264
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,1,2010,Pumped from Well,131654,1579848
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,1,2010,Pumped from Reservoir,183977,2207724
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,1,2010,Pumped from Well,116418,1397016
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,1,2010,Pumped from Reservoir,185577,2226924
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,1,2010,Pumped from Well,30927,371124
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,1,2010,Pumped from Reservoir,165086,1981032
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,1,2010,Pumped from Well,51443,617316
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,1,2010,Pumped from Reservoir,119528,1434336
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,1,2010,Pumped from Well,189253,2271036
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,2,2010,Pumped from Reservoir,146897,1615867
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,2,2010,Pumped from Well,125352,1378872
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,2,2010,Pumped from Reservoir,154544,1699984
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,2,2010,Pumped from Well,80112,881232
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,2,2010,Pumped from Reservoir,12429,136719
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,2,2010,Pumped from Well,66236,728596
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,2,2010,Pumped from Reservoir,17219,189409
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,2,2010,Pumped from Well,25583,281413
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,2,2010,Pumped from Reservoir,181981,2001791
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,2,2010,Pumped from Well,194243,2136673
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,2,2010,Pumped from Reservoir,103938,1143318
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,2,2010,Pumped from Well,102921,1132131
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,2,2010,Pumped from Reservoir,77318,850498
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,2,2010,Pumped from Well,195295,2148245
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,2,2010,Pumped from Reservoir,50815,558965
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,2,2010,Pumped from Well,116809,1284899
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,2,2010,Pumped from Reservoir,115451,1269961
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,2,2010,Pumped from Well,54515,599665
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,2,2010,Pumped from Reservoir,75668,832348
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,2,2010,Pumped from Well,94410,1038510
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,2,2010,Pumped from Reservoir,159519,1754709
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,2,2010,Pumped from Well,146559,1612149
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,2,2010,Pumped from Reservoir,106643,1173073
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,3,2010,Pumped from Well,98563,985630
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,3,2010,Pumped from Reservoir,177174,1771740
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,3,2010,Pumped from Well,168644,1686440
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,3,2010,Pumped from Reservoir,157964,1579640
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,3,2010,Pumped from Well,75645,756450
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,3,2010,Pumped from Reservoir,100791,1007910
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,3,2010,Pumped from Well,78172,781720
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,3,2010,Pumped from Reservoir,120892,1208920
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,3,2010,Pumped from Well,17667,176670
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,3,2010,Pumped from Reservoir,187491,1874910
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,3,2010,Pumped from Well,178652,1786520
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,3,2010,Pumped from Reservoir,86286,862860
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,3,2010,Pumped from Well,197100,1971000
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,3,2010,Pumped from Reservoir,200026,2000260
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,3,2010,Pumped from Well,168221,1682210
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,3,2010,Pumped from Reservoir,91566,915660
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,3,2010,Pumped from Well,192583,1925830
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,3,2010,Pumped from Reservoir,66973,669730
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,3,2010,Pumped from Well,101979,1019790
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,3,2010,Pumped from Reservoir,41911,419110
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,3,2010,Pumped from Well,196067,1960670
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,3,2010,Pumped from Reservoir,61517,615170
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,3,2010,Pumped from Well,128392,1283920
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,4,2010,Pumped from Reservoir,62407,561663
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,4,2010,Pumped from Well,197270,1775430
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,4,2010,Pumped from Reservoir,46559,419031
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,4,2010,Pumped from Well,142202,1279818
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,4,2010,Pumped from Reservoir,172611,1553499
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,4,2010,Pumped from Well,132712,1194408
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,4,2010,Pumped from Reservoir,180128,1621152
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,4,2010,Pumped from Well,70498,634482
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,4,2010,Pumped from Reservoir,66407,597663
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,4,2010,Pumped from Well,76831,691479
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,4,2010,Pumped from Reservoir,188231,1694079
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,4,2010,Pumped from Well,96032,864288
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,4,2010,Pumped from Reservoir,32507,292563
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,4,2010,Pumped from Well,57758,519822
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,4,2010,Pumped from Reservoir,67993,611937
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,4,2010,Pumped from Well,172860,1555740
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,4,2010,Pumped from Reservoir,35435,318915
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,4,2010,Pumped from Well,188135,1693215
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,4,2010,Pumped from Reservoir,51586,464274
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,4,2010,Pumped from Well,143473,1291257
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,4,2010,Pumped from Reservoir,145595,1310355
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,4,2010,Pumped from Well,72460,652140
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,4,2010,Pumped from Reservoir,133332,1199988
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,5,2010,Pumped from Well,62307,498456
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,5,2010,Pumped from Reservoir,196960,1575680
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,5,2010,Pumped from Well,134915,1079320
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,5,2010,Pumped from Reservoir,66814,534512
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,5,2010,Pumped from Well,162602,1300816
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,5,2010,Pumped from Reservoir,87796,702368
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,5,2010,Pumped from Well,112156,897248
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,5,2010,Pumped from Reservoir,76840,614720
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,5,2010,Pumped from Well,55810,446480
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,5,2010,Pumped from Reservoir,19602,156816
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,5,2010,Pumped from Well,147883,1183064
Mohave IDD,1076498.022,26628191.41,936085.2364,26495712.85,User,AZ,32879.55456,5,2010,Pumped from Reservoir,79182,633456
Cibola Valley IDD,1076498.022,26495712.85,936085.2364,26495712.85,User,AZ,7146.580302,5,2010,Pumped from Well,124320,994560
Fort Mojave Indian Tribe,1076498.022,26363234.29,936085.2364,26495712.85,User,"CA, AZ, NV",20975.1735,5,2010,Pumped from Reservoir,181546,1452368
Met. Water District of So. Cal. ,699103.7691,27289269.43,998719.6702,26754185.72,User,CA,3369831.864,5,2010,Pumped from Well,85132,681056
Imperial Irrigation District,699103.7691,27155498.51,998719.6702,26754185.72,User,CA,965850.9077,5,2010,Pumped from Reservoir,175375,1403000
Coachella Valley Water District,699103.7691,27021727.58,998719.6702,26754185.72,User,CA,643409.9208,5,2010,Pumped from Well,114720,917760
Palo Verde ID,699103.7691,26887956.65,998719.6702,26754185.72,User,CA,22715.52568,5,2010,Pumped from Reservoir,147795,1182360
Bard Water District,699103.7691,26754185.72,998719.6702,26754185.72,User,CA,17345.36361,5,2010,Pumped from Well,37861,302888
Colorado River Indian Tribes,699103.7691,26620414.79,998719.6702,26754185.72,User,"CA, AZ",275297.8585,5,2010,Pumped from Reservoir,169248,1353984
Chemehuevi Indian Tribe,699103.7691,26486643.86,998719.6702,26754185.72,User,CA,31345.4648,5,2010,Pumped from Well,141195,1129560
Cocopah Indian Tribe,699103.7691,26352872.93,998719.6702,26754185.72,User,AZ,5051.562495,5,2010,Pumped from Reservoir,26466,211728
Quechan Indian Tribe,699103.7691,26219102.01,998719.6702,26754185.72,User,CA,45046.9459,5,2010,Pumped from Well,154928,1239424
Southern Nevada Water Authority,2001077.088,27049702.93,1905787.703,27117496.67,User,NV,4828668.247,6,2010,Pumped from Reservoir,177151,1240057
Central Arizona Water Conservation District,2001077.088,27185290.41,1905787.703,27117496.67,User,AZ,15189840.29,6,2010,Pumped from Well,179099,1253693
Wellton Mohawk IDD,1424007.529,26674720.82,1017148.235,26151687.08,User,AZ,126708.0774,6,2010,Pumped from Reservoir,60165,421155
North Gila Valley IDD,1424007.529,26543962.39,1017148.235,26151687.08,User,AZ,7759.295221,6,2010,Pumped from Well,60510,423570
Yuma IDD,1424007.529,26413203.95,1017148.235,26151687.08,User,AZ,14273.50803,6,2010,Pumped from Reservoir,157553,1102871
Yuma Mesa IDD,1424007.529,26282445.52,1017148.235,26151687.08,User,AZ,55357.02547,6,2010,Pumped from Well,176016,1232112
Unit B IDD,1424007.529,26151687.08,1017148.235,26151687.08,User,AZ,3389.838218,6,2010,Pumped from Reservoir,152020,1064140
Yuma County WUA,1424007.529,26020928.64,1017148.235,26151687.08,User,AZ,58031.52413,6,2010,Pumped from Well,122468,857276
Bullhead City,1424007.529,25890170.21,1017148.235,26151687.08,User,AZ,38491.85609,6,2010,Pumped from Reservoir,95569,668983
Lake Havasu City,1424007.529,25759411.77,1017148.235,26151687.08,User,AZ,29714.58741,6,2010,Pumped from Well,186116,1302812
City of Yuma,1424007.529,25628653.34,1017148.235,26151687.08,User,AZ,78673.66559,6,2010,Pumped from Reservoir,38660,270620
